Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
1577,7/6/2016,Intgrea,Technology,1045,Post merger Integration Partners,Kerala,57,Undisclosed Investor,Seed Funding,30,100000,nan
1578,7/6/2016,HelpShift,Technology,1045,Mobile CRM Platform,Kochi,58,"Microsoft Ventures, Salesforce Ventures",Seed Funding,30,23000000,nan
1579,7/6/2016,CreditVidya,Technology,1045,Credit Scoring Platform,Kochi,58,Kalaari Capital,Seed Funding,30,1000000,nan
1580,8/6/2016,Grey Campus,Consumer Internet,1046,Online Learning Platform,Kolkata,59,Sarath Sura,Seed Funding,30,1000000,nan
1581,8/6/2016,ListUp,eCommerce,1047,Location based Classified Mobile app,Kolkata,59,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,30,500000,nan
1582,8/6/2016,6Degree,Technology,1048,Tech-enabled Fashion Talent platform,Kolkata,59,Indian Angel Network,Seed Funding,30,200000,nan
1583,8/6/2016,Shopwati,Consumer Internet,1049,Online Fashion Discussion Community,Kolkata,59,Sanjiv Rai,Seed Funding,30,N/A,nan
1584,8/6/2016,Cookifi,Consumer Internet,1049,Online Chef Discovery & Booking Service,Kolkata,59,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,30,N/A,nan
1585,8/6/2016,StoreKing,eCommerce,1050,Connecting Small Town Consumers to E-Commerce,Kolkata,59,Axiata Digital,Seed Funding,30,16000000,nan
1586,8/6/2016,Wired Hub,Real Estate,1051,Co-Working Spaces,Kolkata,59,"Ankit Maheshwari, Anand Singh",Seed Funding,30,N/A,nan
1587,8/6/2016,MySeniorDoctor,Consumer Internet,1052,Online medical support platform,Kolkata,59,BlackJag Partners,Seed Funding,30,200000,nan
1588,9/6/2016,Teabox,eCommerce,1053,Online Tea Store,Kolkata,59,Cameron Jones,Seed Funding,30,N/A,nan
1589,9/6/2016,ExtraaEdge,Consumer Internet,1054,Student Acquisition Platform,Kolkata,59,"Ritesh Dwivedy, Priti Padhy",Seed Funding,30,N/A,nan
1590,9/6/2016,EPayLater,Technology,1055,Fin-Tech Platform,Kolkata,59,3 undisclosed HNIs,Seed Funding,30,2000000,nan
1591,10/6/2016,Kyazoonga,eCommerce,1056,Online event ticketing Platform,Kolkata,59,Ratan Tata,Seed Funding,30,N/A,nan
1592,10/6/2016,Paytunes,Consumer Internet,1057,Mobile based rewards platform,Kolkata,59,"CIO Angel Network, Indian Angel Network",Seed Funding,30,500000,nan
1593,10/6/2016,Kickstart Jobs,Technology,1058,Entry level hiring platform,Kolkata,59,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,30,N/A,nan
1594,10/6/2016,Freshee,FMCG,1059,Household packaging & Storage product manufacturer,Kolkata,59,Edelweiss Private Equity,Seed Funding,30,N/A,nan
1595,10/6/2016,MadRat Games,Technology,1060,Wearable Gaming Platform,Kolkata,59,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,30,N/A,nan
1596,11/6/2016,Jazzmyride,eCommerce,1061,Auto Parts & Accessories eTailer,Kolkata,59,TVS Automobile Solutions Ltd,Seed Funding,30,N/A,nan
1597,11/6/2016,AutoSense,Technology,1062,Data Analytics based Customer Management Services,Kolkata,59,TVS Automobile Solutions Ltd,Seed Funding,30,N/A,nan
1598,11/6/2016,Redsun Telematics,Consumer Internet,1063,Internet of Things Platform,Kolkata,59,TVS Automobile Solutions Ltd,Seed Funding,30,N/A,nan
1599,13/06/2016,KhanaGadi,Consumer Internet,1063,Online Food Delivery for Train Travelers,Kolkata,59,50K Ventures,Seed Funding,30,N/A,nan
1600,13/06/2016,Bombay Shirt Company,eCommerce,1064,Online custom Shirt retailer,Kolkata,59,undisclosed investor,Seed Funding,30,1000000,nan
1601,13/06/2016,Matrubharti,Consumer Internet,1065,e-Book Publisher,Kolkatta,60,Viridian Capital,Seed Funding,30,"30,000",nan
1602,14/06/2016,EdTechReview,Consumer Internet,1065,Education based online portal,Kormangala,61,EVC Ventures,Seed Funding,30,N/A,nan
1603,14/06/2016,Bonhomia,Food & Beverage,1066,Premium Tea & Coffee Capsules maker,Kormangala,61,Valpro Capital and existing investors,Seed Funding,30,N/A,nan
1604,14/06/2016,Gobolt,Logistics,1067,B2B Logistics provider,Kozhikode,62,MCube8,Seed Funding,30,N/A,nan
1605,14/06/2016,Jivox,Technology,1068,Data Driven Advertising platform,London,63,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Seed Funding,30,6000000,nan
1606,14/06/2016,Sminq,Consumer Internet,1069,Queue management Mobile app,Lucknow,64,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,30,1000000,nan
1607,14/06/2016,CureJoy,Consumer Internet,1069,Online Alternative health community platform,Menlo Park,65,Accel Partners India,Seed Funding,30,4400000,nan
1608,15/06/2016,Oneway.cab,Consumer Internet,1069,Taxi Rental Platform,Missourie,66,Indian Angel Network,Seed Funding,30,450000,nan
1609,15/06/2016,GrabOnRent,eCommerce,1070,On-demand product rental marketplace,Mumbai,67,IvyCap Ventures and Unicorn India Ventures,Seed Funding,30,N/A,nan
1610,16/06/2016,Diro Labs,Consumer Internet,1071,Contact Management Mobile App,Mumbai,67,Info Edge (India) Ltd,Seed Funding,30,450000,nan
1611,16/06/2016,Unnati Helpers,Consumer Internet,1071,Help Hiring Platform,Mumbai,67,Info Edge (India) Ltd,Seed Funding,30,600000,nan
1612,16/06/2016,Athletto,Consumer Internet,1071,Sports Venue discovery and booking platform,Mumbai,67,Atul Ingle,Seed Funding,30,N/A,nan
1613,16/06/2016,Saavn,Consumer Internet,1071,Web/Mobile Music Streaming service,Mumbai,67,Guy Oseary,Seed Funding,30,N/A,nan
1614,16/06/2016,Voonik,eCommerce,1072,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Mumbai,67,Sequoia Capital,Seed Funding,30,20000000,nan
1615,16/06/2016,ThinkPhi,Technology,1073,Sustainable Green Tech Solution developer,Mumbai,67,Nimmagadda Prasad,Seed Funding,30,N/A,nan
1616,17/06/2016,Cleartax,Consumer Internet,1074,Online Tax Filing Platform,Mumbai,67,"Ravi Adusumalli, SAIF Partners",Seed Funding,30,12000000,nan
1617,17/06/2016,Silvan Innovation Labs,Technology,1075,Home Automation Solutions,Mumbai,67,Infuse Ventures,Seed Funding,30,900000,nan
1618,17/06/2016,GreytHR,Technology,1075,Payroll & HR Software Developer,Mumbai,67,"New Enterprise Associates (NEA), Blume Ventures",Seed Funding,30,5200000,nan
1619,17/06/2016,Duffl,eCommerce,1076,Fashion Rental Marketplace,Mumbai,67,BetOnIndia Technology Pvt Ltd,Seed Funding,30,N/A,nan
1620,17/06/2016,BYG,Consumer Internet,1077,Fitness centre Discovery & Booking Mobile app,Mumbai,67,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,30,N/A,nan
1621,20/06/2016,Dipper,eCommerce,1078,Freight Logistics Marketplace,Mumbai,67,Undisclosed investor,Seed Funding,30,N/A,nan
1622,20/06/2016,Qonfuse,Consumer Internet,1079,Online Test Papers for competitive exams,Mumbai,67,Hamraj Kumar,Seed Funding,30,N/A,nan
1623,20/06/2016,The Indian IRIS,Consumer Internet,1079,Govt Policy Research & Information portal,Mumbai,67,Timbru Ventures,Seed Funding,30,N/A,nan
1624,21/06/2016,Onspoon,Consumer Internet,1079,Online Platform for Event Sponsorship,Mumbai,67,Swan Angel Network,Seed Funding,30,150000,nan
1625,21/06/2016,REstate,Consumer Internet,1079,Real Estate Platform,Mumbai,67,Idein Ventures,Seed Funding,30,N/A,nan
1626,21/06/2016,Cleartrip,Consumer Internet,1079,Online Travel Agency,Mumbai,67,"Concur Technologies, Gund Investment",Seed Funding,30,N/A,nan
1627,21/06/2016,ProcMart,Consumer Internet,1079,Online Procurement Marketplace,Mumbai,67,IndiaMart,Seed Funding,30,N/A,nan
1628,21/06/2016,Celerix,Technology,1080,Fintech Product Development & Services Startup,Mumbai,67,Bitkemy Ventures,Seed Funding,30,400000,nan
1629,21/06/2016,NatureNama,Consumer Internet,1081,Online Outdoors & travel,Mumbai,67,Unicorn Venture,Seed Funding,30,225000,nan
1630,21/06/2016,CyclopsMedtech,Technology,1082,Medical Technology Provider,Mumbai,67,CP Bothra,Seed Funding,30,N/A,nan
1631,21/06/2016,Syona Cosmetics,FMCG,1083,Beauty Products & Training to Salons & Spas,Mumbai,67,The Chennai Angels,Seed Funding,30,150000,nan
1632,21/06/2016,PrettySecrets,eCommerce,1084,Women Lingerie Store,Mumbai,67,"RB Investments PTE Ltd, Orios Venture Partners",Seed Funding,30,6000000,nan
1633,22/06/2016,SpiderG,Consumer Internet,1085,Online invoice app for SMEs,Mumbai,67,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,30,150000,nan
1634,23/06/2016,FarEye,Technology,1086,Logistics Management Software,Mumbai,67,Saif Partners,Seed Funding,30,3500000,nan
1635,23/06/2016,The Uolo,Consumer Internet,1087,School Parent Communication App,Mumbai,67,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,30,210000,nan
1636,23/06/2016,Staqu,Technology,1088,Artificial Intelligence based search platform,Mumbai,67,Indian Angel Network,Seed Funding,30,N/A,nan
1637,23/06/2016,Padhopadhao,Consumer Internet,1089,Home Tutors search & Discovery,Mumbai,67,Rise India,Seed Funding,30,N/A,nan
1638,24/06/2016,Drivify,Consumer Internet,1089,Professional Driver discovery & Booking Mobile app,Mumbai,67,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,30,"50,000",nan
1639,24/06/2016,PratiLipi,Consumer Internet,1089,Multi-Lingual self-publishing platform,Mumbai,67,Nexus Venture Partners,Seed Funding,30,N/A,nan
1640,24/06/2016,ParaBlu,Technology,1090,Cloud Data Security & Privacy Solutions,Mumbai,67,Kalaari Capital,Seed Funding,30,500000,nan
1641,24/06/2016,Schedulers Logistics,Logistics,1091,Cold Storage Logistics solutions,Mumbai,67,GVFL,Seed Funding,30,6000000,nan
1642,24/06/2016,LEAP India,Others,1092,Supply Chain Equipment & Services provider,Mumbai,67,Mayfield Ventures,Seed Funding,30,3000000,nan
1643,24/06/2016,KabadiExpress,Others,1092,Free Door Step Scrap Pickup Service,Mumbai,67,Undisclosed investor,Seed Funding,30,148000,nan
1644,27/06/2016,YourDost,Consumer Internet,1093,Online counselling & Personal coaching platform,Mumbai,67,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,30,1200000,nan
1645,27/06/2016,Gomalon,Consumer Internet,1093,Online Spa & Salon discovery & Booking platform,Mumbai,67,Undisclosed investor,Seed Funding,30,100000,nan
1646,27/06/2016,Voler Cars,Consumer Internet,1093,Self-Driven Car rental platform,Mumbai,67,"Kanodia family, Amit Banka",Seed Funding,30,N/A,nan
1647,27/06/2016,Travelyaari,Consumer Internet,1093,Online ticket booking platform,Mumbai,67,GVFL Ltd,Seed Funding,30,3000000,nan
1648,28/06/2016,FabHotels,Consumer Internet,1093,Online Hotel aggregator & Booking platform,Mumbai,67,"Accel Partners, RB Investments",Seed Funding,30,8000000,nan
1649,28/06/2016,Locanix,Technology,1094,GPS based SaaS Solutions,Mumbai,67,Undisclosed investors,Seed Funding,30,300000,nan
1650,28/06/2016,LendingKart,Consumer Internet,1095,Online Working Capital Business Loans Platform,Mumbai,67,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Seed Funding,30,32000000,nan
1651,28/06/2016,Hello Tax,Consumer Internet,1095,Online Tax Filing Platform,Mumbai,67,Sanjeev Sinha,Seed Funding,30,295000,nan
1652,28/06/2016,MySuperBrain,Consumer Internet,1095,Online Talent Discovery Platform for Kids,Mumbai,67,Soniks Consulting,Seed Funding,30,N/A,nan
1653,28/06/2016,BlogBeats,Consumer Internet,1095,Online Blogging Platform,Mumbai,67,Undisclosed Investor,Seed Funding,30,N/A,nan
1654,29/06/2016,LetReach,eCommerce,1096,ECommerce SAAS Solutions,Mumbai,67,vCommission,Seed Funding,30,100000,nan
1655,29/06/2016,TrendieApp,Technology,1097,Visual Content Marketing,Mumbai,67,Harsh Vardhan Hada,Seed Funding,30,"50,000",nan
1656,29/06/2016,ImpactGuru,Consumer Internet,1098,Crowdfunding Platform,Mumbai,67,Piyush Jain,Seed Funding,30,N/A,nan
1657,29/06/2016,Velvetcase,eCommerce,1099,Online designer jewellery marketplace,Mumbai,67,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Seed Funding,30,1500000,nan
1658,30/06/2016,Meru Cabs,Consumer Internet,1100,Online/ Mobile Tax Cab booking,Mumbai,67,Brand Capital,Seed Funding,30,25000000,nan
1659,30/06/2016,Campus Diaries,Consumer Internet,1100,Student focussed Content Discovery portal,Mumbai,67,Aarin Capital,Seed Funding,30,220000,nan
1660,30/06/2016,Scripbox,Consumer Internet,1100,Online Mutual Fund Investment platform,Mumbai,67,"Omidyar Network, Accel Partners & existing investors",Seed Funding,30,N/A,nan
1661,30/06/2016,Biryani Blues,Food & Beverage,1101,QSR Chain,Mumbai,67,Carpediem Capital & Others,Seed Funding,30,368000,nan
1662,1/5/2016,MotoMojo,Consumer Internet,1102,Mobile based Vehicle maintenance App,Mumbai,67,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,30,N/A,nan
1663,1/5/2016,Get My Parking,Technology,1103,Parking Technology Platform,Mumbai,67,The Chennai Angels,Seed Funding,30,376000,nan
1664,1/5/2016,Prescribez,Consumer Internet,1104,Health Service Aggregator Platform,Mumbai,67,Ankush Mehta,Seed Funding,30,145000,nan
1665,2/5/2016,Airwood,Technology,1105,Agri Data & Analytics Platform,Mumbai,67,StartupXseed Ventures,Seed Funding,30,N/A,nan
1666,3/5/2016,Mobikwik,Consumer Internet,1106,Mobile & Digital Wallet,Mumbai,67,"GMO Payment Gateway, MediaTek",Seed Funding,30,50000000,nan
1667,3/5/2016,iDreamCareer,Consumer Internet,1106,Career Planning Services Portal,Mumbai,67,Brand Capital,Seed Funding,30,N/A,nan
1668,3/5/2016,Zwayam,Consumer Internet,1106,Online Recruitment Platform,Mumbai,67,Undisclosed investors,Seed Funding,30,250000,nan
1669,3/5/2016,BoiBanit,Consumer Internet,1106,Online Food Delivery platform,Mumbai,67,Undisclosed investors,Seed Funding,30,N/A,nan
1670,3/5/2016,Zuver,Consumer Internet,1106,Car driver Discovery App,Mumbai,67,"Shruth & Smith Group, Hermes Group",Seed Funding,30,180000,nan
1671,3/5/2016,Prepathon,Education,1107,Competitive Exam learning platform,Mumbai,67,Blume Ventures,Seed Funding,30,N/A,nan
1672,4/5/2016,EasyRoads,Consumer Internet,1108,Road Trip planning Mobile app,Mumbai,67,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,30,200000,nan
1673,4/5/2016,Lenskart,eCommerce,1109,Eyewear & Accessories etailer,Mumbai,67,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Seed Funding,30,60000000,nan
1674,4/5/2016,Seclore,Technology,1110,Enterprise Security Technology platform,Mumbai,67,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Seed Funding,30,12000000,nan
1675,4/5/2016,SolarTown,Technology,1110,Solar Rooftop system installation company,Mumbai,67,Grex.in,Seed Funding,30,200000,nan
1676,4/5/2016,Comarete,Technology,1110,Telecom & Media IT services company,Mumbai,67,Grex.in,Seed Funding,30,200000,nan
1677,4/5/2016,MyDentistChoice,eCommerce,1111,Medical Supplies eTailer,Mumbai,67,Undisclosed investors,Seed Funding,30,150000,nan
1678,4/5/2016,Active.ai,Technology,1112,Intelligent Tech platform for Finance vertical,Mumbai,67,Kalaari Capital Accelerator Program,Seed Funding,30,500000,nan
1679,4/5/2016,Affordplan,Technology,1112,Affordable non-emergency medical service health plans,Mumbai,67,Kalaari Capital Accelerator Program,Seed Funding,30,500000,nan
1680,4/5/2016,Indee,Consumer Internet,1113,Web Video Streaming Platform,Mumbai,67,Kalaari Capital Accelerator Program,Seed Funding,30,500000,nan
1681,5/5/2016,Unbxd,Technology,1114,eCommerce product discovery software,Mumbai,67,"IDG Ventures, Inventus Capital, Indian Angel Network",Seed Funding,30,N/A,nan
1682,5/5/2016,WebAlligator,Consumer Internet,1115,Cloud Based Software Solutions,Mumbai,67,Group of undisclosed Angel Investors & HNIs,Seed Funding,30,375000,nan
1683,6/5/2016,EduAce Services,Education,1116,Education Workshops & mentoring programs,Mumbai,67,MoMagic Technologies,Seed Funding,30,1000000,nan
1684,6/5/2016,Meesho,eCommerce,1117,Social commerce platform,Mumbai,67,Rajul Garg & Others,Seed Funding,30,N/A,nan
1685,7/5/2016,Zebroads,Logistics,1118,Logistics and Warehousing services,Mumbai,67,Undisclosed investors,Seed Funding,30,"75,000",nan
1686,9/5/2016,Locus,Technology,1119,Logistics Intelligence platform,Mumbai,67,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Seed Funding,30,2750000,nan
1687,9/5/2016,Toko Innovations,Consumer Internet,1120,Children\\xe2\\x80\\x99s Entertainment Portal,Mumbai,67,"Roopak Saluja, Vishal Khare",Seed Funding,30,450000,nan
1688,9/5/2016,Rentickle,eCommerce,1121,"Furniture, appliances Portal",Mumbai,67,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,30,250000,nan
1689,10/5/2016,HealthifyMe,Consumer Internet,1122,Health & Fitness App,Mumbai,67,"IDG Ventures India, Inventus Capital, Blume Ventures",Seed Funding,30,6000000,nan
1690,10/5/2016,Zarget,Consumer Internet,1122,Conversion Rate Optimization Platform,Mumbai,67,"Accel Partners, Matrix Partners, Girish Mathrubootham",Seed Funding,30,1500000,nan
1691,10/5/2016,InnoNano Research,Technology,1123,Clean Water Technology,Mumbai,67,NanoHoldings,Seed Funding,30,18000000,nan
1692,10/5/2016,SchoolWear,eCommerce,1124,School Uniform & Supplies Marketplace,Mumbai,67,Undisclosed investors,Seed Funding,30,1500000,nan
1693,10/5/2016,Swiggy,Consumer Internet,1125,Food Delivery Platform,Mumbai,67,"Norwest Venture Partners, DST Global, Accel Partners",Seed Funding,30,7000000,nan
1694,11/5/2016,Zenify,Consumer Internet,1125,Home rental Discovery & Booking Portal,Mumbai,67,Undisclosed Investors,Seed Funding,30,900000,nan
1695,11/5/2016,Faircent,Consumer Internet,1125,Online Peer to Peer Lending platform,Mumbai,67,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Seed Funding,30,N/A,nan
1696,11/5/2016,Fractal Analytics,Technology,1126,Data Analytics Company,Mumbai,67,Khazanah Nasional Berhad,Seed Funding,30,100000000,nan
1697,12/5/2016,Unacademy,Consumer Internet,1127,Free Online Education Platform,Mumbai,67,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,30,500000,nan
1698,12/5/2016,Capital Float,Consumer Internet,1127,Online Lending Platform,Mumbai,67,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Seed Funding,30,25000000,nan
1699,12/5/2016,Life Circle,Healthcare,1128,Senior Healthcare Services,Mumbai,67,GROUPE SOS,Seed Funding,30,150000,nan
1700,12/5/2016,Dream Wallets,Consumer Internet,1129,Online Crowdfunding platform,Mumbai,67,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,30,N/A,nan
1701,12/5/2016,ShabdNagari,Consumer Internet,1129,Hindi social networking portal,Mumbai,67,ah! Ventures,Seed Funding,30,N/A,nan
1702,12/5/2016,Galleri5,Consumer Internet,1129,Visual Content Discovery platform,Mumbai,67,"Phanindra Sama, Raghunandan G,",Seed Funding,30,N/A,nan
1703,12/5/2016,Derbii,Logistics,1130,Carpooling Services,Mumbai,67,Anurag Chauhan,Seed Funding,30,N/A,nan
1704,13/05/2016,StayZilla,Consumer Internet,1131,Budget Room Aggregator Booking platform,Mumbai,67,"Matrix Partners, Nexus Ventures",Seed Funding,30,13500000,nan
1705,13/05/2016,WoW Express,Logistics,1132,E-Commerce Logistics Solutions,Mumbai,67,Undisclosed Investors & Tamarind Family Private Trust,Seed Funding,30,2200000,nan
1706,16/05/2016,Smartivity,eCommerce,1133,Smart Learning products,Mumbai,67,"S Chand, AdvantEdge Partners",Seed Funding,30,1000000,nan
1707,16/05/2016,BedBathMore,Consumer Internet,1134,Home Decor eMarketplace,Mumbai,67,"Kinnevik Group, Rocket Internet",Seed Funding,30,N/A,nan
1708,17/05/2016,Murgency,Consumer Internet,1134,Medical Emergency Response App,Mumbai,67,Rata Tata,Seed Funding,30,N/A,nan
1709,17/05/2016,Crownit,Consumer Internet,1134,Mobile customer rewards management platform,Mumbai,67,"Undisclosed investors, Accel Partners, Helion Venture Partners",Seed Funding,30,N/A,nan
1710,17/05/2016,Blinge,eCommerce,1135,Apparel Rental platform,Mumbai,67,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,30,N/A,nan
1711,18/05/2016,TheSmartQ,Consumer Internet,1136,Food Ordering Mobile App,Mumbai,67,YourNest Angel Fund,Seed Funding,30,250000,nan
1712,18/05/2016,PurpleHealth,Consumer Internet,1136,Online health-on-demand platform,Mumbai,67,Katabole Technology Venture,Seed Funding,30,100000,nan
1713,18/05/2016,Fundamentor,Education,1137,Aptitude Development Program,Mumbai,67,Subramanya SV,Seed Funding,30,N/A,nan
1714,18/05/2016,EduPristine,Education,1137,Online Certification Courses,Mumbai,67,"Kaizen Management Advisors, DeVry Inc",Seed Funding,30,10000000,nan
1715,18/05/2016,BhiveWorkspace,Reality,1138,Co-Working Spaces,Mumbai,67,Blume Ventures,Seed Funding,30,1000000,nan
1716,18/05/2016,Parentlane,Consumer Internet,1139,Parenting & Child Care app,Mumbai,67,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,30,N/A,nan
1717,19/05/2016,Appie,Consumer Internet,1139,Location-based offline retail discovery platform,Mumbai,67,Undisclosed investors,Seed Funding,30,1000000,nan
1718,19/05/2016,Niki.ai,Technology,1140,Artificial Intelligence Platform,Mumbai,67,Ratan Tata,Seed Funding,30,N/A,nan
1719,19/05/2016,TaxiVaxi,Consumer Internet,1141,Cab Aggregating Platform,Mumbai,67,Undisclosed HNIs,Seed Funding,30,500000,nan
1720,19/05/2016,Veqta,Consumer Internet,1141,On Demand Digital Sports Network,Mumbai,67,"Chatsworth Management, ITW Digital",Seed Funding,30,500000,nan
1721,20/05/2016,i2ifunding,Consumer Internet,1141,Online Peer to Peer Funding,Mumbai,67,Undisclosed Investors,Seed Funding,30,300000,nan
1722,23/05/2016,EduRev,Consumer Internet,1141,Online Learning Platform,Mumbai,67,Pradeep Reddy Kamasan,Seed Funding,30,N/A,nan
1723,23/05/2016,Hoppingo,Consumer Internet,1141,Fashion Discovery platform,Mumbai,67,vCommission,Seed Funding,30,"89,000",nan
1724,24/05/2016,Eatonomist,Consumer Internet,1141,Food Delivery Platform,Mumbai,67,MCube Capital Advisors Pvt Ltd,Seed Funding,30,N/A,nan
1725,24/05/2016,Goalwise,Consumer Internet,1141,Online investment platform,Mumbai,67,Undisclosed HNIs,Seed Funding,30,1000000,nan
1726,25/05/2016,Roast,Consumer Internet,1141,Mobile entertainment App,Mumbai,67,Indian Angel Network,Seed Funding,30,N/A,nan
1727,25/05/2016,Address Health,Healthcare,1142,Pediatric Primary Healthcare Network,Mumbai,67,Gray Matters Capital,Seed Funding,30,1500000,nan
1728,25/05/2016,Arcatron Mobility,Technology,1143,Mobility Devices for differently abled,Mumbai,67,Sudhir Mehta,Seed Funding,30,100000,nan
1729,25/05/2016,SheThePeople,Consumer Internet,1144,Digital platform for Women,Mumbai,67,Anand Mahindra,Seed Funding,30,N/A,nan
1730,26/05/2016,Cleartax,Consumer Internet,1144,Online Income Tax Filing platform,Mumbai,67,"FF Angel, Sequoia Capital",Seed Funding,30,2000000,nan
1731,26/05/2016,Consure Medical,Healthcare,1145,Medical Devices Kit manufacturer,Mumbai,67,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Seed Funding,30,N/A,nan
1732,26/05/2016,mChamp,Consumer Internet,1146,Celebrity Entertainment Contest App,Mumbai,67,MoMagic Technologies,Seed Funding,30,475000,nan
1733,27/05/2016,Pianta,Consumer Internet,1146,Online healthcare service discovery platform,Mumbai,67,"Kunal Shah, Sandeep Tandon",Seed Funding,30,N/A,nan
1734,30/05/2016,Vahanalytics,Technology,1147,Safe driving Analytics platform,Mumbai,67,"Anirudh Damani, Vikram Lakhotia",Seed Funding,30,200000,nan
1735,31/05/2016,Play Your Sport,Consumer Internet,1148,Location based Sports & Fitness Discovery App,Mumbai,67,Ashish Gupta and other undisclosed investors,Seed Funding,30,N/A,nan
1736,31/05/2016,Koovs,eCommerce,1149,Apparel & Lifestyle eTailer,Mumbai,67,HT Media Ltd,Seed Funding,30,4400000,nan
1737,31/05/2016,CCavenue,Consumer Internet,1150,Payment Gateway,Mumbai,67,NSI Infinium Global Pvt. Ltd,Seed Funding,30,8900000,nan
1738,31/05/2016,1mg,eCommerce,1151,Online Pharmacy,Mumbai,67,HBM Healthcare Investments,Seed Funding,30,N/A,nan
1739,31/05/2016,Tpot,Food & Beverage,1152,QSR Chain,Mumbai,67,Ashish Gupta,Seed Funding,30,N/A,nan
1740,31/05/2016,MachaDalo,Consumer Internet,1153,Hyperlocal Advertising Platform,Mumbai,67,Undisclosed Investors,Seed Funding,30,175000,nan
1741,1/4/2016,Dil Mil,Consumer Internet,1153,Matchmaking Mobile App,Mumbai,67,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Seed Funding,30,2700000,nan
1742,1/4/2016,PicsDream,Consumer Internet,1153,Online Marketplace for Photographers,Mumbai,67,Raman Roy,Seed Funding,30,N/A,nan
1743,1/4/2016,Process 9,Consumer Internet,1153,online translation and transliteration,Mumbai,67,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,30,N/A,nan
1744,4/4/2016,Housing,Consumer Internet,1153,Real Estate Portal,Mumbai,67,Vineet Singh,Seed Funding,30,N/A,nan
1745,4/4/2016,Roll Mafia,Food & Beverage,1154,Rolls & Biryanis QSR chain,Mumbai,67,Equentia Natural Resource & Other undisclosed investors,Seed Funding,30,N/A,nan
1746,4/4/2016,Hungama,Consumer Internet,1155,Digital Media Entertainment Portal,Mumbai,67,Xiaomi Inc,Seed Funding,30,25000000,nan
1747,4/4/2016,Highway Delite,Consumer Internet,1155,Various Highway Help Services,Mumbai,67,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,30,N/A,nan
1748,5/4/2016,Cult Fitness,Healthcare,1156,Healthcare training programs,Mumbai,67,Mukesh Bansal,Seed Funding,30,N/A,nan
1749,5/4/2016,Haptik,Technology,1157,Personal Assistant App,Mumbai,67,Times Internet Ltd,Seed Funding,30,N/A,nan
1750,5/4/2016,Servify,Consumer Internet,1158,Gadget & Appliances Service App,Mumbai,67,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Seed Funding,30,N/A,nan
